"nome_modelo","versao","parametro_precisao","id_pergunta","texto_resposta","tempo_inferencia_ms","data_geracao"
"gemma-2-2b-it","google/gemma-2-2b-it","FP32","41_direito_constitucional_questao_2","Sim, a Assembleia Legislativa do Estado Alfa pode instituir a CPI com o objeto descrito. Fundamentação: Art. 37, § 1º, da Constituição Federal: A Assembleia Legislativa pode instituir uma CPI para investigar qualquer fato que possa comprometer a ordem pública, a segurança nacional ou o bem-estar social. Art. 10, inciso I ao XXI, da Constituição Federal: A Assembleia Legislativa tem competência para legislar sobre a organização e funcionamento dos órgãos públicos, incluindo a regulamentação da comunicação."" ""A ação constitucional ajuizada pelos proprietários das emissoras, em razão dos termos do requerimento que será votado, é a ação de inconstitucionalidade. Fundamentação: Art. 59, § 1º, da Constituição Federal: A Constituição Federal garante o direito à liberdade de expressão, mas este direito não é absoluto e pode ser limitado em casos de necessidade de proteção de outros direitos fundamentais. Art. 5º e Art. 10 da Constituição Federal: A Constituição Federal garante o direito à liberdade de expressão, mas este direito não é absoluto.","31144.50","2026-04-27T20:26:35.023624"
"gemma-2-2b-it","google/gemma-2-2b-it","FP32","41_direito_constitucional_questao_3","O direito constitucional violado é o princípio da ampla defesa e do devido processo legal, previsto no art. 5º, inciso I, da Constituição Federal de 1988. A determinação do juiz de Maria apresentar os dados de identificação das pessoas que lhe forneceram as informações, sem que haja a possibilidade de defesa, configura uma violação ao princípio da ampla defesa, pois impede a Maria de se manifestar e apresentar argumentos para contestar a solicitação."" ""Em caso de denegação da decisão de mérito no mandado de segurança, Maria poderá interpor recurso de apelação. Fundamentação: O art. 55, § 1º, da Constituição Federal de 1988, dispõe que 'a decisão de mérito em mandado de segurança será de caráter definitivo, salvo em casos de inconstitucionalidade'. O art. 55, § 2º estabelece que o recurso de apelação será interposto em face da decisão de mérito.","11714.44","2026-04-27T20:26:35.023624"
"gemma-2-2b-it","google/gemma-2-2b-it","FP32","41_direito_constitucional_questao_4","A exploração econômica da atividade hospitalar, em sua essência, é um direito público, sendo a sua concessão e administração atribuída ao Poder Público. Fundamentação Legal: Constituição Federal de 1988: Art. 19, inciso I e II. Lei nº 8.080/1990 e Lei nº 13.044/2014. Conclusão: A exploração econômica da atividade hospitalar é privativa do Poder Público, e a sociedade empresária XX não possui o direito de explorar essa atividade."" ""A obtenção de recursos financeiros do Poder Público para fins de ampliar a qualidade do serviço médico prestado, por parte da sociedade empresária XX, pode ser possível, mas com ressalvas e condicionamentos. Fundamentação Legal: Constituição Federal de 1988: Art. 196 e 197. Lei nº 8.080/1990 e Lei nº 13.146/2015.","16096.66","2026-04-27T20:26:35.023624"
"gemma-2-2b-it","google/gemma-2-2b-it","FP32","41_direito_empresarial_peca_profissional","EXCELENTÍSSIMO(A) SENHOR(A) DOUTOR(A) JUIZ(A) DE DIREITO DA VARA �sNICA DE S�fO SEBASTI�fO, AL. [Nome da Sociedade], sociedade civil, inscrita no CNPJ sob o nº [Incluir CNPJ], com sede em São Sebastião, AL, pelos seus sócios Izidoro, Deodoro, Lino e Estela... vem respeitosamente à presença de Vossa Excelência, propor a presente ação de cobrança de dívida, em face de Deodoro... I - DOS FATOS... II - DO DIREITO... III - DOS PEDIDOS... Diante do exposto, requer a presente ação de cobrança de dívida, com a citação do sócio Deodoro para que ele possa apresentar defesa... VI - VALOR DA A�?�fO... [Assinatura do Advogado]","21858.55","2026-04-27T20:26:35.023624"
"gemma-2-2b-it","google/gemma-2-2b-it","FP32","41_direito_empresarial_questao_1","A divisão dos credores para votação na Assembleia Geral de credores, no caso da recuperação judicial, deve seguir as normas previstas no artigo 1.087 do Código de Processo Civil. A divisão deve ser proporcional ao número de credores em cada grupo, garantindo que todos tenham voz na decisão."" ""O quorum necessário para a aprovação do plano de recuperação judicial é de no mínimo 75% dos credores presentes e votados, conforme previsto no artigo 10 da Lei nº 13.105/2015.","7257.20","2026-04-27T20:26:35.023624"
"gemma-2-2b-it","google/gemma-2-2b-it","FP32","41_direito_empresarial_questao_2","Sim, a designação de administrador na Sociedade Limitada Unipessoal pode ser feita em ato separado. Fundamentação Legal: O artigo 1.587 do Código Civil Brasileiro dispõe que 'A sociedade limitada pode ser constituída por um sócio ou por mais de um sócio, e a administração da sociedade é exercida por um ou mais administradores, designados por ato separado ou por instrumento particular de constituição'."" ""A investidura da administradora Mirassol se dará por meio de um ato administrativo, como previsto no art. 1.587 do Código Civil. Conclusão: A investidura da administradora Mirassol se dá por meio de um ato administrativo, que pode ser realizado por Denise, por meio de um contrato social ou por um ato de constituição.","10847.19","2026-04-27T20:26:35.023624"
"gemma-2-2b-it","google/gemma-2-2b-it","FP32","41_direito_empresarial_questao_3","O argumento dos sócios não possui fundamento legal para se opor à exigência do liquidante. Fundamentação: Art. 1.588 ao 1.614 do Código Civil: A sociedade, em liquidação, deve ser liquidada em conformidade com o contrato social, e o liquidante tem o dever de proceder à liquidação, com a devida observância das normas legais."" ""O dever legal do liquidante, terminada a liquidação, é o de retirar o inventário e entregar o patrimônio da sociedade aos credores, conforme previsto no art. 1.587 do Código Civil.","14107.53","2026-04-27T20:26:35.023624"
"gemma-2-2b-it","google/gemma-2-2b-it","FP32","41_direito_empresarial_questao_4","A autarquia estadual pode requerer o registro de marca, pois o patrocínio da autarquia não exclui a possibilidade de Marcos Aveiro, como autor do sinal distintivo, requerer o registro da marca. Fundamentação Legal: Lei nº 9.270/96 (Lei de Propriedade Industrial)."" ""A propriedade da marca é adquirida através do registro da marca no INPI, conforme previsto no Código de Propriedade Industrial (Lei nº 9.279/96). O registro confere ao titular o direito exclusivo de utilizar a marca para fins comerciais.","8547.84","2026-04-27T20:26:35.023624"
"gemma-2-2b-it","google/gemma-2-2b-it","FP32","41_direito_penal_peca_profissional","EXCELENTÍSSIMO(A) SENHOR(A) DOUTOR(A) JUIZ(A) DE DIREITO DA VARA DE FAMÍLIA DA COMARCA DE FLORES. MENDON�?A... vem respeitosamente à presença de Vossa Excelência, propor a presente contestação... I - DOS FATOS... II - DO DIREITO... A sentença proferida é contrária à lei, pois não se baseia em provas suficientes... III - PEDIDO... A anulação da sentença proferida... [Assinatura do Advogado]","10438.40","2026-04-27T20:26:35.023624"
"gemma-2-2b-it","google/gemma-2-2b-it","FP32","41_direito_penal_questao_1","A questão preliminar a ser arguida em contrarrazões recursais, no caso de Adriano, é a legalidade da pena aplicada. Fundamentação: A sentença original, por ter exacerbado a pena-base, configura um erro de cálculo da pena, o que pode ser considerado ilegal."" ""A tese processual cabível a ser defendida para garantir o afastamento da causa de aumento aplicada a Adriano é a revisão do processo penal, com base no princípio da legalidade, no art. 10, § 1º, da Constituição Federal.","8582.89","2026-04-27T20:26:35.023624"
"gemma-2-2b-it","google/gemma-2-2b-it","FP32","41_direito_penal_questao_2","A oportunidade mais próxima para defender oralmente a liberdade de William, considerando as informações do enunciado, é a audiência de julgamento. Fundamentação: Art. 155 e Art. 14 do Código Penal."" ""A tese de direito material a ser sustentada na defesa de William é a de inconstitucionalidade da autuação por furto majorado, pois o crime configura-se como furto de mercadorias destinadas ao descarte, e não como furto majorado. Fundamentação: Art. 155 e Art. 14 do Código Penal.","15147.04","2026-04-27T20:26:35.023624"
"gemma-2-2b-it","google/gemma-2-2b-it","FP32","41_direito_penal_questao_3","A tese de Direito Penal a ser sustentada para impugnar a condenação de Luana pelo delito de abandono de incapaz é a de absoluta falta de culpabilidade. Fundamentação: Art. 133, § 3º, inciso II, do CP: Define o abandono de incapaz como a conduta de alguém que, tendo a capacidade de cuidar de um incapaz, o abandona sem se responsabilizar por suas necessidades básicas."" ""A tese de Direito Processual Penal a ser sustentada para impugnar a condenação de Luana pelo delito de furto é a tese da 'inadmissão de provas', com base no princípio da 'presunção de inocência' e no Art. 155, caput, do Código Penal.","15093.38","2026-04-27T20:26:35.023624"
"Llama-3.2-3B-Instruct","meta-llama/Llama-3.2-3B-Instruct","FP32","41_direito_constitucional_questao_2","A Assembleia Legislativa do Estado Alfa pode instituir CPI com o objeto descrito na narrativa, pois, de acordo com a Constituição Federal, a Assembleia Legislativa pode instituir CPIs para apurar informações sobre qualquer assunto de interesse público..."" ""A ação constitucional passível de ser ajuizada pelos proprietários das emissoras Delta, Beta e Gama, em razão dos termos do requerimento que será votado, é a ação direta de inconstitucionalidade, com o objetivo de impugnar a constitucionalidade da resolução da Assembleia Legislativa.","13511.31","2026-04-27T20:29:39.358094"
"Llama-3.2-3B-Instruct","meta-llama/Llama-3.2-3B-Instruct","FP32","41_direito_constitucional_questao_3","O direito constitucional violado a ser tutelado por meio do mandado de segurança é o direito à liberdade de expressão, previsto no artigo 5º, X, da Constituição Federal, que protege a liberdade de imprensa e a liberdade de expressão."" ""O recurso constitucional passível de ser interposto para que a causa seja reapreciada em outra instância, caso a decisão de mérito seja denegatória, é o Recurso Especial (RE).","17937.45","2026-04-27T20:29:39.358094"
