nome_modelo,versao,parametro_precisao,id_pergunta,texto_resposta,tempo_inferencia_ms,data_geracao
gemma-2-2b-it,google/gemma-2-2b-it,FP32,862,B,9027.99,2026-04-27T01:54:50.368794
gemma-2-2b-it,google/gemma-2-2b-it,FP32,863,B,68.22,2026-04-27T01:54:50.368794
gemma-2-2b-it,google/gemma-2-2b-it,FP32,864,A,68.06,2026-04-27T01:54:50.368794
gemma-2-2b-it,google/gemma-2-2b-it,FP32,865,A,69.54,2026-04-27T01:54:50.368794
gemma-2-2b-it,google/gemma-2-2b-it,FP32,866,A,58.08,2026-04-27T01:54:50.368794
gemma-2-2b-it,google/gemma-2-2b-it,FP32,867,D,67.66,2026-04-27T01:54:50.368794
gemma-2-2b-it,google/gemma-2-2b-it,FP32,868,A,71.02,2026-04-27T01:54:50.368794
gemma-2-2b-it,google/gemma-2-2b-it,FP32,869,A,1373.04,2026-04-27T01:54:50.368794
gemma-2-2b-it,google/gemma-2-2b-it,FP32,870,A,57.39,2026-04-27T01:54:50.368794
gemma-2-2b-it,google/gemma-2-2b-it,FP32,871,A,67.43,2026-04-27T01:54:50.368794
gemma-2-2b-it,google/gemma-2-2b-it,FP32,872,A,68.10,2026-04-27T01:54:50.368794
gemma-2-2b-it,google/gemma-2-2b-it,FP32,873,C,1353.71,2026-04-27T01:54:50.368794
gemma-2-2b-it,google/gemma-2-2b-it,FP32,874,A,73.04,2026-04-27T01:54:50.368794
gemma-2-2b-it,google/gemma-2-2b-it,FP32,875,B,71.40,2026-04-27T01:54:50.368794
gemma-2-2b-it,google/gemma-2-2b-it,FP32,876,A,68.83,2026-04-27T01:54:50.368794
gemma-2-2b-it,google/gemma-2-2b-it,FP32,877,A,70.53,2026-04-27T01:54:50.368794
gemma-2-2b-it,google/gemma-2-2b-it,FP32,878,C,1189.45,2026-04-27T01:54:50.368794
gemma-2-2b-it,google/gemma-2-2b-it,FP32,879,A,67.66,2026-04-27T01:54:50.368794
gemma-2-2b-it,google/gemma-2-2b-it,FP32,880,D,70.38,2026-04-27T01:54:50.368794
gemma-2-2b-it,google/gemma-2-2b-it,FP32,881,C,1359.17,2026-04-27T01:54:50.368794
