nome_modelo,versao,parametro_precisao,id_pergunta,texto_resposta,tempo_inferencia_ms,data_geracao
gemma2,google/gemma-2-2b-it,FP16,739,C,2594.658,2026-04-22T13:01:06Z
gemma2,google/gemma-2-2b-it,FP16,740,C,1233.546,2026-04-22T13:01:07Z
gemma2,google/gemma-2-2b-it,FP16,741,B,1395.077,2026-04-22T13:01:08Z
gemma2,google/gemma-2-2b-it,FP16,742,C,1383.054,2026-04-22T13:01:10Z
gemma2,google/gemma-2-2b-it,FP16,743,D,1150.604,2026-04-22T13:01:11Z
gemma2,google/gemma-2-2b-it,FP16,744,B,1175.058,2026-04-22T13:01:12Z
gemma2,google/gemma-2-2b-it,FP16,745,A,1193.285,2026-04-22T13:01:13Z
gemma2,google/gemma-2-2b-it,FP16,746,C,1340.242,2026-04-22T13:01:15Z
gemma2,google/gemma-2-2b-it,FP16,747,C,1214.454,2026-04-22T13:01:16Z
gemma2,google/gemma-2-2b-it,FP16,748,D,1182.189,2026-04-22T13:01:17Z
gemma2,google/gemma-2-2b-it,FP16,749,A,1200.145,2026-04-22T13:01:18Z
gemma2,google/gemma-2-2b-it,FP16,750,C,1110.873,2026-04-22T13:01:19Z
gemma2,google/gemma-2-2b-it,FP16,751,C,1414.643,2026-04-22T13:01:21Z
gemma2,google/gemma-2-2b-it,FP16,752,D,1422.22,2026-04-22T13:01:22Z
gemma2,google/gemma-2-2b-it,FP16,753,A,1162.204,2026-04-22T13:01:23Z
gemma2,google/gemma-2-2b-it,FP16,754,D,1194.503,2026-04-22T13:01:25Z
gemma2,google/gemma-2-2b-it,FP16,755,B,1130.531,2026-04-22T13:01:26Z
gemma2,google/gemma-2-2b-it,FP16,756,C,1135.494,2026-04-22T13:01:27Z
gemma2,google/gemma-2-2b-it,FP16,757,C,1192.962,2026-04-22T13:01:28Z
gemma2,google/gemma-2-2b-it,FP16,758,B,1223.81,2026-04-22T13:01:29Z
gemma2,google/gemma-2-2b-it,FP16,759,B,1085.619,2026-04-22T13:01:30Z
gemma2,google/gemma-2-2b-it,FP16,760,C,1156.577,2026-04-22T13:01:32Z
gemma2,google/gemma-2-2b-it,FP16,761,A,1504.544,2026-04-22T13:01:33Z
gemma2,google/gemma-2-2b-it,FP16,762,D,1457.298,2026-04-22T13:01:35Z
gemma2,google/gemma-2-2b-it,FP16,763,C,1377.52,2026-04-22T13:01:36Z
gemma2,google/gemma-2-2b-it,FP16,764,B,1251.854,2026-04-22T13:01:37Z
gemma2,google/gemma-2-2b-it,FP16,765,C,1122.788,2026-04-22T13:01:38Z
gemma2,google/gemma-2-2b-it,FP16,766,C,1155.858,2026-04-22T13:01:39Z
gemma2,google/gemma-2-2b-it,FP16,767,C,1178.296,2026-04-22T13:01:41Z
gemma2,google/gemma-2-2b-it,FP16,768,C,1122.381,2026-04-22T13:01:42Z
gemma2,google/gemma-2-2b-it,FP16,769,D,1105.344,2026-04-22T13:01:43Z
gemma2,google/gemma-2-2b-it,FP16,770,D,1074.176,2026-04-22T13:01:44Z
gemma2,google/gemma-2-2b-it,FP16,771,D,1463.45,2026-04-22T13:01:45Z
gemma2,google/gemma-2-2b-it,FP16,772,D,1426.098,2026-04-22T13:01:47Z
gemma2,google/gemma-2-2b-it,FP16,773,C,1081.005,2026-04-22T13:01:48Z
gemma2,google/gemma-2-2b-it,FP16,774,C,1177.172,2026-04-22T13:01:49Z
gemma2,google/gemma-2-2b-it,FP16,775,C,1157.315,2026-04-22T13:01:50Z
gemma2,google/gemma-2-2b-it,FP16,776,C,1069.002,2026-04-22T13:01:51Z
gemma2,google/gemma-2-2b-it,FP16,777,C,1129.539,2026-04-22T13:01:52Z
gemma2,google/gemma-2-2b-it,FP16,778,B,1163.229,2026-04-22T13:01:54Z
gemma2,google/gemma-2-2b-it,FP16,779,C,1060.958,2026-04-22T13:01:55Z
gemma2,google/gemma-2-2b-it,FP16,780,D,1166.305,2026-04-22T13:01:56Z
