nome_modelo,versao,parametro_precisao,id_pergunta,texto_resposta,tempo_inferencia_ms,data_geracao
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,985,A,6993,2026-04-24T13:19:06Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,986,A,9489,2026-04-24T13:19:16Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,987,A,7808,2026-04-24T13:19:22Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,988,A,7914,2026-04-24T13:19:30Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,989,D,8216,2026-04-24T13:19:40Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,990,A,6267,2026-04-24T13:19:46Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,991,A,7238,2026-04-24T13:19:52Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,992,A,6372,2026-04-24T13:20:00Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,993,A,5881,2026-04-24T13:20:06Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,994,A,9469,2026-04-24T13:20:14Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,995,A,8595,2026-04-24T13:20:24Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,996,A,5674,2026-04-24T13:20:28Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,997,A,9203,2026-04-24T13:20:38Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,998,A,10971,2026-04-24T13:20:50Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,999,A,7774,2026-04-24T13:20:56Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,1000,A,9561,2026-04-24T13:21:06Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,1001,A,7091,2026-04-24T13:21:14Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,1002,A,10182,2026-04-24T13:21:24Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,1003,A,8978,2026-04-24T13:21:32Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,1004,A,8134,2026-04-24T13:21:40Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,1005,A,8418,2026-04-24T13:21:50Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,1006,A,7191,2026-04-24T13:21:56Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,1007,A,8013,2026-04-24T13:22:04Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,1008,A,6729,2026-04-24T13:22:12Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,1009,A,8310,2026-04-24T13:22:20Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,1010,A,6927,2026-04-24T13:22:26Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,1011,B,8412,2026-04-24T13:22:34Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,1012,A,7353,2026-04-24T13:22:42Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,1013,A,10974,2026-04-24T13:22:54Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,1014,A,9524,2026-04-24T13:23:02Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,1015,A,8773,2026-04-24T13:23:12Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,1016,A,7561,2026-04-24T13:23:20Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,1017,A,8928,2026-04-24T13:23:28Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,1018,A,6680,2026-04-24T13:23:34Z
curio-edu-7b,mradermacher/Curio-edu-7b-GGUF:Curio-edu-7b.Q4_K_M.gguf,Q4_K_M,1019,A,5970,2026-04-24T13:23:40Z
